symbol,name,exchange,quarter_end_date,sector,mkt_cap,industry,state,eps,previous_eps,eps_change,eps_binary,eps_change_binary,total_revenue,profit_margin,ebitda,operating_margin,current_ratio,debt_ratio,debt_equity,interest_cov,gross_margin,roa,roe,federal_funds_rate,fed_rate_change
MAYS,J W Mays Inc,"NASDAQ",2022-07-31,REAL ESTATE & CONSTRUCTION,97826000,OPERATORS OF NONRESIDENTIAL BUILDINGS,NY,-0.03,-0.03,0,0,1,5504057,-1.24915,6.46578,82.58719,193.082,6.763,11.91,-95.1,-5151.932,-0.073,-0.129,1.58,1.25
MBCN,Middlefield Banc,"NASDAQ",2022-09-30,FINANCE,164959000,STATE COMMERCIAL BANKS,OH,0.8,0.78,-0.020000000000000018,1,0,14145000,30.03888,44.57405,71.35797,150.936,5.921,65.117,313.2,123.77,0.315,3.459,3.08,1.5
MBI,MBIA Inc,NYSE,2022-09-30,FINANCE,678473000,SURETY INSURANCE,NY,-0.34,-0.93,-0.5900000000000001,0,0,17000000,-200,70.58824,-2.94118,29.87,12.055,-56.083,2.2,-44.118,-0.847,3.94,3.08,1.5
MBIN,Merchants Bancorp,"NASDAQ",2022-09-30,FINANCE,1093691000,STATE COMMERCIAL BANKS,IN,1.22,1.11,-0.10999999999999988,1,0,112346000,52.0606,112.82111,116.68718,30.706,0.812,6.887,140.1,128.565,0.488,4.14,3.08,1.5
MBUU,Malibu Boats Inc,"NASDAQ",2022-09-30,MANUFACTURING,1188369000,SHIP & BOAT BUILDING & REPAIRING,TN,1.79,2.43,0.6400000000000001,1,1,300926000,11.59189,16.68151,138.98747,190.757,8.361,13.236,3773,213.872,4.161,6.587,3.08,1.5
MBWM,Mercantile Bank Corporation,"NASDAQ",2022-09-30,FINANCE,546749000,STATE COMMERCIAL BANKS,MI,1.01,0.74,-0.27,1,0,46729000,34.30418,61.82242,73.19401,143.004,13.438,161.965,203.9,106.507,0.32,3.851,3.08,1.5
MCBC,Macatawa Bank Corporation,"NASDAQ",2022-09-30,FINANCE,379449000,STATE COMMERCIAL BANKS,MI,0.29,0.19,-0.09999999999999998,1,0,24660000,40.73398,56.47202,99.22349,1.302,1.058,12.682,902.8,124.769,0.354,4.246,3.08,1.5
MCBS,MetroCity Bankshares,"NASDAQ",2022-09-30,FINANCE,559831000,STATE COMMERCIAL BANKS,GA,0.66,0.63,-0.030000000000000027,1,0,37036000,45.61238,90.88994,131.92447,1931.882,0.012,0.113,261.9,154.212,0.505,4.84,3.08,1.5
MCD,McDonald`s Corp,NYSE,2022-09-30,TRADE & SERVICES,200244700000,RETAIL-EATING PLACES,IL,2.68,2.55,-0.13000000000000034,1,0,5872100000,33.74602,56.33419,139.4782,164.677,71.956,210240.964,902.6,214.024,4.086,11937.349,3.08,1.5
MCFT,MCBC Holdings Inc,"NASDAQ",2022-09-30,MANUFACTURING,480021000,SHIP & BOAT BUILDING & REPAIRING,TN,1.43,1.77,0.3400000000000001,1,1,169105000,2.40561,7.27714,792.08456,172.556,19.817,38.722,5733.5,1130.113,1.444,2.821,3.08,1.5
MCHP,Microchip Technology Inc,"NASDAQ",2022-09-30,MANUFACTURING,42521194000,SEMICONDUCTORS & RELATED DEVICES,AZ,1.46,1.37,-0.08999999999999986,1,0,2073200000,26.34575,45.36948,138.24606,105.421,45.248,119.669,1416.7,255.932,3.384,8.95,3.08,1.5
MCHX,Marchex Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,75198000,"SERVICES-BUSINESS SERVICES, NEC",WA,-0.01,-0.01,0,0,1,13197000,-11.80571,-4.73592,102.63158,300.499,3.203,3.994,-4207.9,-124.198,-2.556,-3.186,3.08,1.5
MCK,McKesson Corporation,NYSE,2022-09-30,TRADE & SERVICES,54852620000,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",TX,6.06,5.83,-0.22999999999999954,1,0,70244000000,1.31826,1.8635,121.38229,96.052,11.433,-408.149,2043.6,334.233,1.468,-52.405,3.08,1.5
MCO,Moodys Corporation,NYSE,2022-09-30,TRADE & SERVICES,55276937000,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",NY,1.85,2.22,0.3700000000000001,1,1,1236000000,24.51456,41.90939,136.30363,180.348,53.634,331.53,764.8,278.218,2.174,13.437,3.08,1.5
MCRB,Seres Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,911570000,PHARMACEUTICAL PREPARATIONS,MA,-0.49,-0.7,-0.20999999999999996,0,0,3444000,-1742.21835,-1641.34727,98.50838,302.513,16.032,73.981,-3422.5,24.899,-19.24,-88.78,3.08,1.5
MCRI,Monarch Casino & Resort Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,1575330000,HOTELS & MOTELS,NV,1.41,0.99,-0.41999999999999993,1,0,133727000,20.55905,35.54929,18.57564,58.332,3.81,5.091,1276.8,132.237,3.992,5.335,3.08,1.5
MCS,Marcus Corporation,NYSE,2022-09-30,TRADE & SERVICES,514531000,SERVICES-MOTION PICTURE THEATERS,WI,0.1,0.24,0.13999999999999999,1,1,183650000,1.79091,13.57147,272.08878,42.782,20.034,48.909,242.7,4276.649,0.295,0.719,3.08,1.5
MCY,Mercury General Corporation,NYSE,2022-09-30,FINANCE,1991146000,"FIRE, MARINE & CASUALTY INSURANCE",CA,0.28,-0.35,-0.63,1,0,900287000,-10.91907,-13.81004,1177.16855,2485.471,5.755,24.02,-27081.5,863.256,-1.523,-6.357,3.08,1.5
MD,Mednax Inc,NYSE,2022-09-30,LIFE SCIENCES,1352376000,SERVICES-HOSPITALS,FL,0.4,0.47,0.06999999999999995,1,1,480399000,6.39635,12.33371,154.2144,120.476,4.074,11.064,498,1371.824,1.318,3.579,3.08,1.5
MDB,MongoDB,"NASDAQ",2022-07-31,TECHNOLOGY,11004816000,SERVICES-PREPACKAGED SOFTWARE,NY,-0.23,0.2,0.43000000000000005,0,1,301231000,-39.45975,-36.54803,96.61633,401.701,46.427,170.346,-4728,-181.2,-4.848,-17.79,1.58,1.25
MDC,MDC Holdings Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,2313236000,OPERATIVE BUILDERS,CO,1.98,2.59,0.6099999999999999,1,1,1441743000,10.01565,14.5623,-82.87119,708.148,27.802,49.261,-688.1,-60.426,2.708,4.799,3.08,1.5
MDLZ,Mondelez International Inc,"NASDAQ",2022-09-30,MANUFACTURING,93285499000,FOOD AND KINDRED PRODUCTS,IL,0.74,0.67,-0.06999999999999995,1,0,7763000000,6.85302,14.18266,127.63158,69.199,2.577,6.58,595.6,491.165,0.782,1.997,3.08,1.5
MDRR,Medalist Diversified Reit Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,13428700,REAL ESTATE INVESTMENT TRUSTS,",",-0.1006,-0.06,0.0406,0,1,1242815,-141.16807,28.17797,50.23278,2866.01,69.105,342.398,-89.1,5.017,-1.947,-9.647,3.08,1.5
MDRX,Allscripts Healthcare Solutions Inc,"NASDAQ",2022-09-30,TECHNOLOGY,2082495000,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,IL,0.23,0.18,-0.05000000000000002,1,0,151922000,9.5628,19.02292,172.08838,320.347,24.147,34.684,2006.5,574.312,0.859,1.234,3.08,1.5
MDU,MDU Resources Group Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,6415716000,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),ND,0.73,0.35,-0.38,1,0,1977206000,7.48384,10.92238,141.81901,137.866,32.147,88.447,669,289.958,1.54,4.238,3.08,1.5
ME,23Andme Holding Co,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,1580533000,BLANK CHECKS,NY,-0.15,-0.2,-0.05000000000000002,0,0,75659000,-87.31942,-78.84587,102.99099,349.333,7.868,9.994,-4888,-57.932,-6.348,-8.063,3.08,1.5
MED,MEDIFAST INC,NYSE,2022-09-30,MANUFACTURING,1314626000,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,MD,3.27,3.42,0.1499999999999999,1,1,390398000,9.26106,13.06077,133.1932,148.834,8.488,18.403,18450.6,782.323,11.079,24.02,3.08,1.5
MEDP,Medpace Holdings Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,6499879000,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,OH,2.05,1.46,-0.5899999999999999,1,0,393544000,16.77754,19.98887,117.87148,41.144,31.549,119.782,4913.3,140.212,4.97,18.871,3.08,1.5
MEDS,Trxade Group Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,4934300,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",FL,-0.06,-0.13,-0.07,0,0,2400311,-20.95574,-16.34501,80.92019,115.119,7.108,23.826,-312.8,-278.724,-10.727,-35.954,3.08,1.5
MEG,Montrose Environmental Grp,NYSE,2022-09-30,TRADE & SERVICES,1371486000,SERVICES-MANAGEMENT CONSULTING SERVICES,CA,-0.33,-0.4,-0.07,0,0,128912000,-4.43714,4.00428,110.87413,237.737,21.068,52.545,-453,-816.049,-0.725,-1.808,3.08,1.5
MET,MetLife Inc,NYSE,2022-09-30,FINANCE,60344050000,LIFE INSURANCE,NY,1.21,2,0.79,1,1,22270000000,1.77369,2.64481,-5806.58228,15008.743,0.626,16.231,-9596.7,-4384.81,0.061,1.575,3.08,1.5
META,Meta Platforms Inc.,"NASDAQ",2022-09-30,TECHNOLOGY,342383428000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,1.64,2.46,0.8200000000000001,1,1,27710000000,15.8607,20.63154,128.87372,257.041,11.136,16.054,141600,500.432,2.457,3.542,3.08,1.5
METC,Ramaco Resources Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,507400000,BITUMINOUS COAL & LIGNITE MINING,KY,0.6,0.74,0.14,1,1,136925000,19.64944,34.46485,136.36499,94.362,5.819,10.953,29587.9,178.866,4.786,9.008,3.08,1.5
MFIN,Medallion Financial Corp,"NASDAQ",2022-09-30,FINANCE,170354000,FINANCE SERVICES,NY,0.32,0.54,0.22000000000000003,1,1,31762000,24.04131,64.84163,111.7208,76.06,81.038,612.318,88.4,161.773,0.347,2.623,3.08,1.5
MG,Mistras Group Inc,NYSE,2022-09-30,TRADE & SERVICES,116891000,SERVICES-ENGINEERING SERVICES,NJ,0.16,0.15,-0.010000000000000009,1,0,175727000,2.48852,6.67057,208.41528,162.245,37.231,107.731,333.2,1229.911,0.809,2.341,3.08,1.5
MGI,Moneygram Int,"NASDAQ",2022-09-30,TRADE & SERVICES,1056202000,"SERVICES-BUSINESS SERVICES, NEC",MN,0.11,0.09,-0.020000000000000004,1,0,330800000,1.26965,10.70133,550,103.494,17.901,78570,189.3,3719.048,0.096,420,3.08,1.5
MGM,MGM Resorts International,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,14239462000,HOTELS & MOTELS,NV,-1.39,0.03,1.42,0,1,3290900000,-17.52803,25.17533,181.33089,148.981,18.088,176.824,-835.6,-116.656,-1.219,-11.914,3.08,1.5
MGNI,Magnite Inc,"NASDAQ",2022-09-30,TECHNOLOGY,1688654000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,0.18,0.14,-0.03999999999999998,1,0,143444000,-17.00385,11.88269,86.73281,117.438,29.872,93.214,-2115500000,-293.924,-0.964,-3.009,3.08,1.5
MGNX,MacroGenics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,424179000,PHARMACEUTICAL PREPARATIONS,MD,-0.4,-0.67,-0.27,0,0,41734000,-59.45512,-52.64053,100.57228,295.352,11.273,17.91,-2495500000,-94.193,-12.702,-20.18,3.08,1.5
MGRC,McGrath RentCorp,"NASDAQ",2022-09-30,TRADE & SERVICES,2421172000,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",CA,1.25,1.07,-0.17999999999999994,1,0,200536000,15.24265,23.19234,148.34626,0.632,25.002,54.26,1085.6,292.603,1.822,3.954,3.08,1.5
MGY,Magnolia Oil & Gas Corp,NYSE,2022-09-30,ENERGY & TRANSPORTATION,6994571000,CRUDE PETROLEUM & NATURAL GAS,TX,1.29,1.32,0.030000000000000027,1,1,482963000,50.82729,70.206,126.99764,262.875,16.943,30.668,30179.1,188.418,10.67,19.314,3.08,1.5
MHH,Mastech Holdings Inc,NYSE MKT,2022-09-30,TRADE & SERVICES,161718000,SERVICES-MANAGEMENT CONSULTING SERVICES,PA,0.33,0.3,-0.030000000000000027,1,0,63150000,3.80998,6.59857,139.52618,215.955,-0.271,-0.368,17668.4,676.933,2.096,2.848,3.08,1.5
MHK,Mohawk Industries Inc,NYSE,2022-09-30,MANUFACTURING,6486186000,CARPETS & RUGS,GA,3.34,4.41,1.0700000000000003,1,1,2897710000,-18.42728,-17.17511,94.68508,149.929,7.391,13.045,-3664.5,-133.652,-3.869,-6.829,3.08,1.5
MHO,M/I Homes Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1239241000,OPERATIVE BUILDERS,OH,4.67,4.79,0.1200000000000001,1,1,1012928000,12.99105,16.88185,127.13352,126.737,6.182,11.446,23865.2,127.134,3.668,6.791,3.08,1.5
MICS,The Singing Machine Company Inc. Common Stock,"NASDAQ",2022-09-30,MANUFACTURING,15979300,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS,FL,0.0821,-0.63,-0.7121,1,0,17114000,1.73231,3.78076,197.2061,169.642,8.551,19.088,314,1337.069,0.889,1.984,3.08,1.5
MIDD,Middleby Corp,"NASDAQ",2022-09-30,TECHNOLOGY,7755991000,REFRIGERATION & SERVICE INDUSTRY MACHINERY,IL,2.18,2.23,0.04999999999999982,1,1,992871000,10.51184,18.28082,154.93585,207.996,82.075,219.166,671.9,349.943,1.564,4.177,3.08,1.5
MINM,Minim Inc,"NASDAQ",2022-09-30,MANUFACTURING,7219700,TELEPHONE & TELEGRAPH APPARATUS,MA,-0.08,-0.09,-0.009999999999999995,0,0,13832780,-29.36922,-27.2518,97.29138,202.848,14.419,28.279,-4216.8,-75.883,-10.023,-19.657,3.08,1.5
MIRO,Miromatrix Medical Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,86962000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",MN,-0.37,-0.4,-0.030000000000000027,0,0,2074606,-367.68688,-373.41085,101.68103,809.131,0.989,1.226,-46657.1,1.476,-18.785,-23.297,3.08,1.5
MITQ,Moving iMage Technologies Inc,NYSE MKT,2022-09-30,LIFE SCIENCES,12744600,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,CA,-0.01,-0.07,-0.060000000000000005,0,0,5852000,-1.62338,1.23035,-50.52632,232.753,0,0,4800000,-1641.053,-0.605,-1.003,3.08,1.5
MITT,AG Mortgage Investment Trust Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,134580000,REAL ESTATE INVESTMENT TRUSTS,NY,-0.33,-2.27,-1.94,0,0,65585000,-4.37448,42.45178,-1637.50436,1667.841,21.02,201.545,135.4,-1851.76,-0.064,-0.618,3.08,1.5
MKC,McCormick & Company Incorporated,NYSE,2022-08-31,MANUFACTURING,23178949000,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,MD,0.65,0.48,-0.17000000000000004,1,0,1595600000,13.96967,22.72499,105.51817,76.831,41.433,116.833,620.6,254.24,1.722,4.857,2.33,1.5
MKL,Markel Corporation,NYSE,2022-09-30,FINANCE,18074245000,"FIRE, MARINE & CASUALTY INSURANCE",VA,21.51,45.02,23.51,1,1,3066145000,2.13196,5.67912,111.28058,179.381,8.532,33.603,153.6,3964.486,0.135,0.532,3.08,1.5
MKSI,MKS Instruments Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,5577261000,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",MA,2.74,2.59,-0.15000000000000036,1,0,874000000,0.6865,21.05263,1966.66667,276.063,43.862,120.222,147.5,6500,0.053,0.145,3.08,1.5
MKTX,MarketAxess Holdings Inc,"NASDAQ",2022-09-30,FINANCE,10581963000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",NY,1.58,1.78,0.19999999999999996,1,1,171974000,34.48603,54.83561,128.67115,77.26,5.34,8.175,55297.8,177.878,3.802,5.822,3.08,1.5
MLAB,Mesa Laboratories Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,950112000,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",CO,0.24,-0.27,-0.51,1,0,58749000,2.22302,19.92204,305.89587,280.104,29.992,52.591,329.1,2786.064,0.199,0.349,3.08,1.5
MLI,Mueller Industries Inc,NYSE,2022-09-30,MANUFACTURING,3957783000,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,TN,2.74,3.65,0.9099999999999997,1,1,944469000,16.36285,22.95343,132.75679,378.967,1.233,1.6,56832.4,139.544,7.325,9.509,3.08,1.5
MOD,Modine Manufacturing Company,NYSE,2022-09-30,MANUFACTURING,1102944000,MOTOR VEHICLE PARTS & ACCESSORIES,WI,0.48,0.32,-0.15999999999999998,1,0,573000000,4.25829,6.57941,150.81967,157.698,1.07,3.349,783,394.262,1.753,5.484,3.08,1.5
MODG,Callaway Golf Company,NYSE,2022-09-30,MANUFACTURING,4070353000,"SPORTING & ATHLETIC GOODS, NEC",CA,0.23,0.47,0.23999999999999996,1,1,947500000,4.06332,8.49604,177.14286,130.972,14.341,30.976,187.4,1817.143,0.468,1.011,3.08,1.5
MODN,Model N Inc,NYSE,2022-09-30,TECHNOLOGY,1510223000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,0.2,0.23,0.03,1,1,58170000,-13.94533,-5.00946,60.57692,244.591,38.805,113.066,-146.9,-401.368,-2.068,-6.026,3.08,1.5
MODV,ModivCare Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,1096001000,TRANSPORTATION SERVICES,CT,1.61,1.99,0.3799999999999999,1,1,633014000,-4.50306,6.02183,-43.66602,71.547,-1.09,-6.127,80,10.91,-1.433,-8.049,3.08,1.5
MOFG,MidWestOne Financial Group Inc,"NASDAQ",2022-09-30,FINANCE,542760000,STATE COMMERCIAL BANKS,IA,1.17,0.8,-0.3699999999999999,1,0,57692000,31.74964,56.43937,70.19163,25.782,5.433,74.684,167.2,122.46,0.282,3.879,3.08,1.5
MOH,Molina Healthcare Inc,NYSE,2022-09-30,FINANCE,19515529000,HOSPITAL & MEDICAL SERVICE PLANS,CA,4.36,4.55,0.1899999999999995,1,1,7927000000,2.90148,4.79374,145.65217,144.877,-0.195,-0.822,1196.4,249.565,1.798,7.563,3.08,1.5
MORN,Morningstar Inc,"NASDAQ",2022-09-30,FINANCE,10594572000,INVESTMENT ADVICE,IL,0.77,1.17,0.3999999999999999,1,1,468200000,-1.92226,8.69287,-244.44444,97.817,33.897,98.185,207.5,-235.556,-0.264,-0.763,3.08,1.5
MOS,The Mosaic Company,NYSE,2022-09-30,LIFE SCIENCES,16789118000,AGRICULTURAL CHEMICALS,FL,3.22,3.64,0.41999999999999993,1,1,6221800000,13.52824,22.27169,137.18665,134.489,3.555,7.194,16263.4,178.448,3.591,7.268,3.08,1.5
MOV,Movado Group Inc,NYSE,2022-10-31,LIFE SCIENCES,719289000,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",NJ,1.31,1.07,-0.24,1,0,211254000,13.86293,19.14804,130.68019,340.517,10.564,17.142,26762.9,413.259,3.776,6.127,3.08,1.5
MOVE,Movano Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,60509000,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,CA,-0.26,-0.21,0.05000000000000002,0,1,114000,-7545.61404,-7562.2807,100.63939,414.197,3.413,4.53,-15740,40.653,-44.219,-58.689,3.08,1.5
MPAA,Motorcar Parts of America Inc,"NASDAQ",2022-09-30,MANUFACTURING,217917000,MOTOR VEHICLE PARTS & ACCESSORIES,CA,0.12,0.35,0.22999999999999998,1,1,171397000,-3.80228,-4.01291,-28.41798,126.915,17.526,57.239,2893.8,-406.874,-0.642,-2.098,3.08,1.5
MPB,Mid Penn Bancorp,"NASDAQ",2022-09-30,FINANCE,523342000,STATE COMMERCIAL BANKS,PA,0.97,0.77,-0.19999999999999996,1,0,44331000,34.92139,52.37419,87.75919,2.328,0.104,0.902,377.7,116.698,0.357,3.102,3.08,1.5
MPC,Marathon Petroleum Corp,NYSE,2022-09-30,ENERGY & TRANSPORTATION,55409791000,PETROLEUM REFINING,OH,7.81,10.61,2.8,1,1,46908000000,9.54421,14.92283,149.34108,165.548,-0.445,-1.517,2206.6,164.887,4.991,17.02,3.08,1.5
MPW,Medical Properties Trust Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,7756830000,REAL ESTATE INVESTMENT TRUSTS,AL,0.37,0.32,-0.04999999999999999,1,0,352339000,62.94875,116.45631,60.25077,24.411,49.761,107.296,151.7,113.991,1.165,2.511,3.08,1.5
MQ,Marqeta Inc,"NASDAQ",2022-09-30,TECHNOLOGY,3684896000,SERVICES-PREPACKAGED SOFTWARE,CA,-0.1,-0.08,0.020000000000000004,0,1,191621000,-27.76314,-27.25589,111.83459,696.521,0.559,0.656,-5949600000,-150.568,-2.998,-3.518,3.08,1.5
MRAI,Marpai Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,19472200,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",FL,-0.25,-0.28,-0.030000000000000027,0,0,4916427,-117.56221,-101.13867,100.59856,119.593,0,0,-199946.9,57.488,-22.744,-41.321,3.08,1.5
MRAM,Everspin Technologies Inc,"NASDAQ",2022-09-30,MANUFACTURING,127548000,SEMICONDUCTORS & RELATED DEVICES,AZ,0.15,0.15,0,1,1,15168000,12.57252,14.19436,100.20975,402.645,18.876,27.631,2617.8,470.058,3.546,5.19,3.08,1.5
MRC,MRC Global Inc,NYSE,2022-09-30,TRADE & SERVICES,996615000,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,TX,0.42,0.27,-0.14999999999999997,1,0,898000000,2.67261,4.89978,187.5,191.013,17.742,93.939,750,687.5,1.249,6.612,3.08,1.5
MRIN,Marin Software Inc,"NASDAQ",2022-09-30,TECHNOLOGY,19015900,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CA,-0.36,-0.34,0.019999999999999962,0,1,4977000,-115.25015,-103.57645,101.48187,550.174,9.215,11.93,-582100000,-31.311,-12.466,-16.139,3.08,1.5
MRK,Merck & Company Inc,NYSE,2022-09-30,LIFE SCIENCES,279605051000,PHARMACEUTICAL PREPARATIONS,NJ,1.85,1.87,0.020000000000000018,1,1,14959000000,21.71268,31.96069,44.88916,145.93,28.39,68.379,597.5,260.807,3.033,7.306,3.08,1.5
MRNA,Moderna Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,70055223000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",MA,2.53,5.24,2.7100000000000004,1,1,3364000000,31.00476,39.77408,111.79291,210.034,4.84,7.009,14575,190.412,4.003,5.797,3.08,1.5
MRO,Marathon Oil Corporation,NYSE,2022-09-30,ENERGY & TRANSPORTATION,19109190000,CRUDE PETROLEUM & NATURAL GAS,TX,1.24,1.32,0.08000000000000007,1,1,2247000000,36.35959,65.19804,135.12852,108.433,22.399,35.756,110400000000,265.728,4.575,7.303,3.08,1.5
MRSN,Mersana Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,723361000,PHARMACEUTICAL PREPARATIONS,MA,-0.61,-0.55,0.05999999999999994,0,1,4693000,-1274.23823,-1251.18261,125.57191,337.902,7.894,27.544,-8533.2,16.522,-18.993,-66.276,3.08,1.5
MRTN,Marten Transport Ltd,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,1742766000,TRUCKING (NO LOCAL),WI,0.32,0.39,0.07,1,1,324448000,7.9045,19.23606,131.66186,179.591,0.023,0.031,3376600000,829.47,2.732,3.758,3.08,1.5
MRVI,Maravai LifeSciences Holdings Inc - Class A,"NASDAQ",2022-09-30,LIFE SCIENCES,3549957000,PHARMACEUTICAL PREPARATIONS,CA,0.37,0.54,0.17000000000000004,1,1,188127000,23.63776,36.12932,262.88651,722.43,23.49,104.864,3727.8,337.203,1.977,8.827,3.08,1.5
MS,Morgan Stanley,NYSE,2022-09-30,FINANCE,155659100000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",NY,1.47,1.39,-0.08000000000000007,1,0,16577000000,15.87742,47.51764,53.00152,170.762,19.002,218.217,38.8,173.1,0.227,2.606,3.08,1.5
MSA,MSA Safety,NYSE,2022-09-30,LIFE SCIENCES,5528214000,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",PA,1.45,1.29,-0.15999999999999992,1,0,372753000,12.04712,19.02064,143.21694,246.922,25.328,71.777,1078.7,377.221,1.881,5.331,3.08,1.5
MSBI,Midland States Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,611508000,STATE COMMERCIAL BANKS,IL,1.04,0.97,-0.07000000000000006,1,0,72876000,32.27537,63.49553,33.14485,557.334,3.167,33.507,50.2,95.26,0.301,3.182,3.08,1.5
MSCI,MSCI Inc,NYSE,2022-09-30,TRADE & SERVICES,41484714000,"SERVICES-BUSINESS SERVICES, NEC",NY,2.85,2.78,-0.07000000000000028,1,0,516477000,41.93643,65.19961,142.90971,143.069,94.463,337799.551,700.9,137.788,4.534,16211.976,3.08,1.5
MSEX,Middlesex Water Company,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,1605818000,WATER SUPPLY,NJ,0.8,0.5,-0.30000000000000004,1,0,45541000,31.38051,55.65974,115.98209,44.609,28.874,76.822,703.8,271.073,1.342,3.571,3.08,1.5
MSFT,Microsoft Corporation,"NASDAQ",2022-09-30,TECHNOLOGY,1901039059000,SERVICES-PREPACKAGED SOFTWARE,WA,2.35,2.23,-0.1200000000000001,1,0,49636000000,35.36949,46.123779999999996,122.56778,184.019,13.514,28.014,4303.6,197.482,4.88,10.115,3.08,1.5
MSGS,Madison Square Garden Sports Corp,NYSE,2022-09-30,TRADE & SERVICES,4014570000,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,NY,-0.73,1.09,1.82,0,1,24089000,-73.97567,-141.04363,201.44781,42.134,2.229,-17.305,-1083.9,200.87,-1.324,10.279,3.08,1.5
MSI,Motorola Solutions Inc,NYSE,2022-09-30,MANUFACTURING,45596262000,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,IL,3,2.07,-0.9300000000000002,1,0,2303000000,12.11463,19.8871,133.69176,124.92,51.733,-1474.02,601.6,369.534,2.4,-68.382,3.08,1.5
MSTR,MicroStrategy Incorporated,"NASDAQ",2022-09-30,TECHNOLOGY,2342085000,SERVICES-PREPACKAGED SOFTWARE,VA,-2.39,-94.01,-91.62,0,0,125360000,-21.60099,10.45389,-22.37158,77.65,93.386,10804250,276.2,-369.198,-1.064,-123086.364,3.08,1.5
MTB,M&T Bank Corp,NYSE,2022-09-30,FINANCE,29188858000,STATE COMMERCIAL BANKS,NY,3.53,1.08,-2.4499999999999997,1,0,2148480000,30.09551,45.08876,91.63249,245.248,2.211,17.331,576.2,134.431,0.327,2.56,3.08,1.5
MTBC,CareCloud Inc.,"NASDAQ",2022-09-30,TECHNOLOGY,53195000,SERVICES-PREPACKAGED SOFTWARE,NJ,-0.18,-0.07,0.10999999999999999,0,1,34855000,3.02969,11.52489,159.84848,120.908,0.431,0.55,1758.3,2152.841,0.805,1.027,3.08,1.5
