,Symbol,Name,Sector,Industry
3360,LVO,LiveOne Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
3361,LVOX,LiveVox Holdings Inc. Class A Common Stock,Technology,EDP Services
3363,LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
3364,LWAY,Lifeway Foods Inc. Common Stock,Consumer Staples,Specialty Foods
3365,LWLG,Lightwave Logic Inc. Common Stock,Industrials,Plastic Products
3366,LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts
3368,LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3369,LXU,LSB Industries Inc. Common Stock,Industrials,Industrial Specialties
3370,LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3371,LYFT,Lyft Inc. Class A Common Stock,Technology,EDP Services
3372,LYLT,Loyalty Ventures Inc. Common Stock,Technology,EDP Services
3373,LYRA,Lyra Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
3374,LYTS,LSI Industries Inc. Common Stock,Consumer Discretionary,Building Products
3375,LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
3376,LZ,LegalZoom.com Inc. Common Stock,Technology,Interactive Media
3377,LZB,La-Z-Boy Incorporated Common Stock,Consumer Discretionary,Home Furnishings
3378,M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
3379,MA,Mastercard Incorporated Common Stock,Consumer Discretionary,Business Services
3380,MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3382,MAC,Macerich Company (The) Common Stock,Real Estate,Real Estate Investment Trusts
3384,MACK,Merrimack Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3385,MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services
3386,MAN,ManpowerGroup Common Stock,Consumer Discretionary,Professional Services
3387,MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software
3388,MAPS,WM Technology Inc. Class A Common Stock ,Technology,Computer Software: Prepackaged Software
3390,MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
3392,MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts
3393,MARA,Marathon Digital Holdings Inc. Common Stock,Finance,Investment Managers
3394,MARK,Remark Holdings Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
3396,MAS,Masco Corporation Common Stock,Industrials,Building Products
3397,MASI,Masimo Corporation Common Stock,Health Care,Medical/Dental Instruments
3398,MASS,908 Devices Inc. Common Stock,Health Care,Medical/Dental Instruments
3399,MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3400,MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper
3401,MATW,Matthews International Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
3402,MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation
3404,MAYS,J. W. Mays Inc. Common Stock,Real Estate,Building operators
3405,MBCN,Middlefield Banc Corp. Common Stock,Finance,Major Banks
3406,MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers
3407,MBIN,Merchants Bancorp Common Stock,Finance,Major Banks
3412,MBIO,Mustang Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3414,MBRX,Moleculin Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3417,MBUU,Malibu Boats Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3418,MBWM,Mercantile Bank Corporation Common Stock,Finance,Major Banks
3420,MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,Miscellaneous,Other Pharmaceuticals
3423,MCAE,Mountain Crest Acquisition Corp. III Common Stock,Industrials,Consumer Electronics/Appliances
3424,MCAF,Mountain Crest Acquisition Corp. IV Common Stock,Industrials,Consumer Electronics/Appliances
3426,MCAG,Mountain Crest Acquisition Corp. V Common Stock,Miscellaneous,Other Pharmaceuticals
3427,MCBC,Macatawa Bank Corporation Common Stock,Finance,Major Banks
3428,MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks
3429,MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants
3430,MCFT,MasterCraft Boat Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3431,MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors
3432,MCHX,Marchex Inc. Class B Common Stock,Consumer Discretionary,Business Services
3433,MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable
3434,MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals
3435,MCN,Madison Covered Call & Equity Strategy Fund Common Stock,,
3436,MCO,Moody's Corporation Common Stock,Finance,Advertising
3437,MCR,MFS Charter Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
3438,MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3439,MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
3440,MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment
3441,MCVT,Mill City Ventures III Ltd. Common Stock,Finance,Finance: Consumer Services
3442,MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers
3443,MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Medical Specialities
3444,MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
3445,MDC,M.D.C. Holdings Inc. Common Stock,Consumer Discretionary,Homebuilding
3446,MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3447,MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Discretionary,Broadcasting
3448,MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Meat/Poultry/Fish
3449,MDRR,Medalist Diversified REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3451,MDRX,Allscripts Healthcare Solutions Inc. Common Stock,Technology,EDP Services
3453,MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Consumer Electronics/Appliances
3454,MDWT,Midwest Holding Inc. Common Stock,Finance,Life Insurance
3455,MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3456,ME,23andMe Holding Co. Class A Common Stock,Health Care,Precision Instruments
3457,MEAC,Mercury Ecommerce Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
3458,MED,MEDIFAST INC Common Stock,Consumer Discretionary,Other Consumer Services
3459,MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
3460,MEDS,TRxADE HEALTH Inc. Common Stock,Technology,Interactive Media
3461,MEG,Montrose Environmental Group Inc. Common Stock,,
3462,MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products
3463,MEIP,MEI Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3465,MEOA,Minority Equality Opportunities Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3468,MESA,Mesa Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
3469,MET,MetLife Inc. Common Stock,Finance,Life Insurance
3473,META,Meta Platforms Inc. Class A Common Stock,Technology,Internet and Information Services
3474,METC,Ramaco Resources Inc. Common Stock,Energy,Coal Mining
3479,MFD,Macquarie First Trust Global Common Stock,Finance,Trusts Except Educational Religious and Charitable
3480,MFIC,MidCap Financial Investment Corporation Common Stock,Finance,Finance/Investors Services
3481,MFIN,Medallion Financial Corp. Common Stock,Finance,Diversified Financial Services
3482,MFM,MFS Municipal Income Trust Common Stock,Finance,Finance Companies
3483,MFV,MFS Special Value Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
3484,MG,Mistras Group Inc Common Stock,Technology,Security Systems Services
3485,MGAM,Mobile Global Esports Inc. Common Stock,Technology,EDP Services
3487,MGF,MFS Government Markets Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
3488,MGI,Moneygram International Inc. Common Stock,Consumer Discretionary,Business Services
3489,MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts
3490,MGNI,Magnite Inc. Common Stock,Consumer Discretionary,Advertising
3491,MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3495,MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services
3497,MGTA,Magenta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3499,MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
3500,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production
3501,MGYR,Magyar Bancorp Inc. Common Stock,Finance,Major Banks
3502,MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
3503,MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance,Finance/Investors Services
3504,MHH,Mastech Digital Inc Common Stock,Consumer Discretionary,Professional Services
3506,MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings
3507,MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,Finance,Finance Companies
3508,MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
3509,MICS,The Singing Machine Company Inc. Common Stock,Consumer Staples,Diversified Electronic Products
3510,MICT,MICT Inc. Common Stock,Technology,EDP Peripherals
3511,MIDD,Middleby Corporation (The) Common Stock,Industrials,Diversified Manufacture
3512,MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
3513,MIND,MIND Technology Inc. Common Stock (DE),Industrials,Industrial Machinery/Components
3515,MINM,Minim Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
3516,MIR,Mirion Technologies Inc. Class A Common Stock,Technology,Industrial Machinery/Components
3517,MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3518,MIRO,Miromatrix Medical Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3522,MITK,Mitek Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
3523,MITQ,Moving iMage Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
3524,MITT,AG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
3528,MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Finance Companies
3529,MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Farming/Seeds/Milling
3530,MKFG,Markforged Holding Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
3531,MKL,Markel Corporation Common Stock,Finance,Property-Casualty Insurers
3532,MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components
3533,MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
3534,MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
3535,ML,MoneyLion Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
3536,MLAB,Mesa Laboratories Inc. Common Stock,Industrials,Industrial Machinery/Components
3537,MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3540,MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications
3541,MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
3542,MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Building Materials
3543,MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate
3544,MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks
3545,MLSS,Milestone Scientific Inc. Common Stock,Health Care,Industrial Specialties
3547,MLVF,Malvern Bancorp Inc. Common Stock,Finance,Banks
3548,MMAT,Meta Materials Inc. Common Stock,Technology,Semiconductors
3549,MMC,Marsh & McLennan Companies Inc. Common Stock,Finance,Specialty Insurers
3552,MMM,3M Company Common Stock,Industrials,Consumer Electronics/Appliances
3553,MMMB,MamaMancini's Holdings Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
3555,MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services
3556,MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
3557,MMT,MFS Multimarket Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
3558,MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Finance,Investment Managers
3559,MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3560,MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3561,MNP,Western Asset Municipal Partners Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
3562,MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3563,MNRO,Monro Inc. Common Stock,,
3564,MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks
3567,MNTK,Montauk Renewables Inc. Common Stock,Utilities,Power Generation
3568,MNTS,Momentus Inc. Class A Common Stock,,
3570,MNTV,Momentive Global Inc. Common Stock,Technology,EDP Services
3571,MNTX,Manitex International Inc. Common Stock,Consumer Discretionary,Home Furnishings
3573,MOBQ,Mobiquity Technologies Inc. Common Stock,Consumer Discretionary,Advertising
3574,MOBV,Mobiv Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
3576,MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
3577,MODD,Modular Medical Inc. Common Stock,Health Care,Industrial Specialties
3578,MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3579,MODN,Model N Inc. Common Stock,Technology,EDP Services
3580,MODV,ModivCare Inc. Common Stock,,
3581,MOFG,MidWestOne Financial Gp Common Stock,Finance,Major Banks
3582,MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities
3583,MON,Monument Circle Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
3585,MOND,Mondee Holdings Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services
3586,MORF,Morphic Holding Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
3587,MORN,Morningstar Inc. Common Stock,Finance,Advertising
3588,MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals
3589,MOV,Movado Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties
3590,MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
3591,MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance,Finance Companies
3592,MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
3593,MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks
3594,MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies
3596,MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
3598,MPV,Barings Participation Investors Common Stock,Finance,Finance Companies
3599,MPW,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts
3600,MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors
3601,MPX,Marine Products Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
3602,MQ,Marqeta Inc. Class A Common Stock,Technology,EDP Services
3603,MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,Finance,Investment Managers
3604,MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Finance,Investment Managers
3605,MRAI,Marpai Inc. Class A Common Stock,Health Care,Managed Health Care
3606,MRAM,Everspin Technologies Inc. Common Stock,Technology,Electronic Components
3607,MRBK,Meridian Corporation Common Stock,Finance,Major Banks
3608,MRC,MRC Global Inc. Common Stock,Industrials,Fluid Controls
