...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
1672,HP,Helmerich and Payne Inc,ENERGY & TRANSPORTATION,Energy,DRILLING OIL & GAS WELLS,Oil & Gas Production,"Helmerich & Payne, Inc. provides drilling services and solutions for exploration and production companies. The company is headquartered in Tulsa, Oklahoma.",NYSE,2022-09-30,5345584000,25.95,0.0254,1,0.05,16.63,-0.0665,-0.0731,-0.0184,-0.0411,1771419000,265968000,10,0.836
1673,HPE,Hewlett Packard Enterprise Co,TECHNOLOGY,Telecommunications,COMPUTER & OFFICE EQUIPMENT,Telecommunications Equipment,"The Hewlett Packard Enterprise Company (HPE) is an American multinational enterprise information technology company based in Houston, Texas, United States.",NYSE,2022-10-31,21379890000,15.51,0.031,0.48,0.65,21.87,0.0305,0.0798,0.0248,4.358,28495999000,9376000000,0.069,0.07
1674,HPK,Highpeak Energy Acquisition Corp,ENERGY & TRANSPORTATION,Energy,DRILLING OIL & GAS WELLS,Oil & Gas Production,"HighPeak Energy, Inc., an independent oil and natural gas company, is engaged in the acquisition, exploration, development and production of oil, natural gas and natural gas liquid reserves in the Midland Basin in West Texas. The company is headquartered in Fort Worth, Texas.","NASDAQ",2022-09-30,2599354000,9.73,0.0043,0.1,1.76,5.93,0.345,0.585,0.158,0.259,596436000,184325000,10,3.3
1676,HPP,Hudson Pacific Properties Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE,Real Estate Investment Trusts,"Hudson Pacific is a real estate investment trust with a portfolio of office and studio properties totaling nearly 19 million square feet, including development land.",NYSE,2022-09-30,1616156000,20.75,0.0897,1,-0.124,6.82,-0.0176,0.159,0.0109,0.0015,998661000,559699000,-0.363,0.139
1677,HPQ,HP Inc,TECHNOLOGY,Technology,COMPUTER & OFFICE EQUIPMENT,Computer Manufacturing,"HP Inc. is an American multinational information technology company headquartered in Palo Alto, California, that develops personal computers (PCs), printers and related supplies, as well as 3D printing solutions.",NYSE,2022-10-31,30651910000,0,0.0364,1,3.17,60.68,0.0509,0.0834,0.085,0,62983000000,12335000000,0.174,-0.112
1678,HQI,Hirequest Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-HELP SUPPLY SERVICES,Diversified Commercial Services,"HireQuest, Inc. provides temporary and on-demand staffing solutions in the United States. The company is headquartered in Goose Creek, South Carolina.","NASDAQ",2022-09-30,246329000,4.031,0.0139,0.24,0.85,2.468,0.356,0.512,0.131,0.231,33562800,22589200,0.335,0.36
1679,HQY,HealthEquity Inc,TRADE & SERVICES,Health Care,"SERVICES-BUSINESS SERVICES, NEC",Managed Health Care,"HealthEquity, Inc. provides technology-enabled service platforms to consumers and employers in the United States. The company is headquartered in Draper, Utah.","NASDAQ",2022-07-31,5538451000,22.06,0,0,-0.661,9.47,-0.0782,0.0243,0.0039,-0.0334,795072000,423706000,-0.96,0.09
1680,HR,Healthcare Realty Trust Incorporated,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Healthcare Realty Trust is a real estate investment trust that integrates the ownership, management, financing, and development of income-generating real estate primarily associated with the provision of outpatient healthcare services throughout the United States.",NYSE,2022-09-30,7775092000,20.3,0.064,0.729,0.48,3.763,0.135,0.107,0.0054,1.716,729384000,317436000,-0.768,1.244
1681,HRB,H&R Block Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-PERSONAL SERVICES,Other Consumer Services,"H&R Block, Inc., provides services and products for assisted preparation of income tax returns and self-preparation of income tax returns (DIY) to the general public, primarily in the United States, Canada and Australia. The company is headquartered in Kansas City, Missouri.",NYSE,2022-10-31,6755091000,1.323,0.0268,1.08,3.203,21.06,0.156,0.206,0.15,-8,3450631000,1582008000,1.455,-0.066
1682,HRL,Hormel Foods Corporation,MANUFACTURING,Consumer Staples,MEAT PACKING PLANTS,Meat/Poultry/Fish,"Hormel Foods Corporation is an American company founded in 1891 in Austin, Minnesota, by George A. Hormel as George A. Hormel & Company. Originally focusing on the packaging and selling of ham, Spam, sausage and other pork, chicken, beef and lamb products to consumers; by the 1980s, Hormel began offering a wider range of packaged and refrigerated foods.",NYSE,2022-10-31,26020850000,13.48,0.0224,1.025,1.819,23.22,0.0793,0.102,0.0635,13.78,12630082000,1961806000,0.25,0.06
1683,HRMY,Harmony Biosciences Holdings,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Harmony Biosciences Holdings, Inc., a commercial-stage pharmaceutical company, develops and markets therapies for patients with rare neurological disorders. The company is headquartered in Plymouth Meeting, Pennsylvania.","NASDAQ",2022-09-30,3587528000,5.8,0,0,2.58,6.8,0.388,0.253,0.122,0.628,400760000,249922000,0.625,0.452
1684,HROW,Harrow Health Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Harrow Health, Inc. is an ophthalmology-focused healthcare company. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,339382000,0.045,0,0,-0.784,3.245,-0.255,0.0417,0.0229,-2.639,88454000,54262000,-0.64,0.22
1685,HRTX,Heron Therapeuti,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Medicinal Chemicals and Botanical Products,"Heron Therapeutics, Inc., a biotechnology company, is dedicated to developing treatments to address unmet medical needs. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,328131000,0.189,0,0,-2.293,0.94,-1,-2.114,-0.416,-3.069,98299000,-90496000,0,0.143
1686,HRZN,Horizon Technology Finance,TECHNOLOGY,Finance,GENERAL,Finance/Investors Services,NA,"NASDAQ",2022-09-30,346916000,11.66,0.102,1.2,0.81,3.152,0.266,0.689,0.0529,0.0712,72991000,60015000,-0.63,0.421
1687,HSC,Harsco Corporation,MANUFACTURING,Industrials,FABRICATED STRUCTURAL METAL PRODUCTS,Steel/Iron Ore,"Harsco Corporation provides environmental solutions for industrial and specialty waste streams, and innovative equipment and technology for the rail industry globally. The company is headquartered in Camp Hill, Pennsylvania.",NYSE,2022-09-30,589702000,7.23,0,0,-0.545,23.71,-0.0891,0.0408,0.0165,-0.144,1882838000,357843000,-0.714,0.035
1688,HSCS,Heart Test Laboratories Inc. Common Stock,LIFE SCIENCES,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Medical Specialities,"Heart Test Laboratories, Inc., a medical technology company, provides cardiovascular diagnostic devices. The company is headquartered in Southlake, Texas.","NASDAQ",2022-07-31,10499300,0.353,0,0,-1.094,0.003,0,-3,-1,0,10090,6480,0,-0.572
1689,HSDT,Helius Medical Technologies Inc Class A,LIFE SCIENCES,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Industrial Specialties,"Helius Medical Technologies, Inc., a neurotechnology company, focuses on developing, licensing and acquiring non-invasive technologies for the treatment of symptoms caused by neurological diseases or trauma. The company is headquartered in Newtown, Pennsylvania.","NASDAQ",2022-09-30,8179000,0.46,0,0,-6.61,0.054,0,-3,-0.743,-1.477,763000,224000,0,0.798
1690,HSIC,Henry Schein Inc,TRADE & SERVICES,Health Care,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",Medical Specialities,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries.","NASDAQ",2022-09-30,11289794000,26.7,0,0,4.53,91.93,0.0506,0.0697,0.0648,0.14,12607021000,3672251000,-0.052,-0.035
1691,HSII,Heidrick & Struggles International,TRADE & SERVICES,Consumer Discretionary,SERVICES-EMPLOYMENT AGENCIES,Diversified Commercial Services,"Heidrick & Struggles International, Inc., provides executive search and consulting services to companies and business leaders worldwide. The company is headquartered in Chicago, Illinois.","NASDAQ",2022-09-30,593435000,19.36,0.0205,0.6,3.7,57.22,0.0674,0.107,0.0747,0.214,1126637000,232805000,-0.157,-0.027
1692,HSKA,Heska Corporation,LIFE SCIENCES,Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Heska Corporation manufactures, sells and markets veterinary diagnostic and specialty products for the canine and feline health markets in the United States, Canada, Mexico, Australia, France, Germany, Italy, Malaysia, Spain and Switzerland. The company is headquartered in Loveland, Colorado.","NASDAQ",2022-09-30,707345000,37.68,0,0,-1.273,25.15,-0.0626,-0.0105,-0.0029,-0.0385,259037000,105794000,0,0.021
1693,HSON,Hudson Global Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-HELP SUPPLY SERVICES,Professional Services,"Hudson Global, Inc. provides talent solutions for mid- to large-cap multinational companies and government agencies under the Hudson RPO brand in the Americas, Asia Pacific, and Europe. The company is headquartered in Old Greenwich, Connecticut.","NASDAQ",2022-09-30,72639000,15.9,0,0,3.28,67.39,0.0453,0.057,0.119,0.226,201626000,15119000,-0.388,0.082
1694,HST,Host Hotels & Resorts Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Host Hotels & Resorts, Inc. is a real estate investment trust that invests in hotels.","NASDAQ",2022-10-31,13469657000,9.53,0.026,0.21,1.13,6.49,0.174,0.145,0.0337,0.123,4640000000,644000000,0.18,0.404
1695,HSTM,HealthStream Inc,TECHNOLOGY,Consumer Discretionary,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Business Services,"HealthStream, Inc. provides provider and staff solutions for healthcare organizations in the United States. The company is headquartered in Nashville, Tennessee.","NASDAQ",2022-09-30,781670000,10.8,0,0,0.29,8.5,0.0352,0.0347,0.0117,0.0275,262628000,165679000,1.523,0.05
1696,HSTO,Histogen Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Medicinal Chemicals and Botanical Products,"Histogen Inc., a clinical-stage therapeutic company, focuses on developing therapies based on the products of fibroblast cells grown in simulated embryonic conditions. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,4399900,4.045,0,0,-5.29,1.409,-1,-2.867,-0.272,-0.593,3770000,-7661000,0,-0.992
1697,HSY,Hershey Co,MANUFACTURING,Consumer Staples,SUGAR & CONFECTIONERY PRODUCTS,Specialty Foods,"The Hershey Company, commonly known as Hershey's, is an American multinational company and one of the largest chocolate manufacturers in the world. It also manufactures baked products, such as cookies and cakes, and sells beverages like milkshakes, and many more that are produced globally. Its headquarters are in Hershey, Pennsylvania.",NYSE,2022-09-30,48139133000,15.03,0.0178,3.739,7.66,49.05,0.157,0.217,0.135,0.565,10093084000,4053818000,-0.093,0.156
1698,HTBI,HomeTrust Bancshares Inc,FINANCE,Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Savings Institutions,"HomeTrust Bancshares, Inc. is the banking holding company for HomeTrust Bank offering a range of retail and commercial banking products and services. The company is headquartered in Asheville, North Carolina.","NASDAQ",2022-09-30,399921000,25.56,0.0159,0.36,2.18,9.72,0.23,0.325,0.0098,0.0866,148986000,150562000,-0.072,-0.04
1699,HTBK,Heritage Commerce Corp,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"Heritage Commerce Corp is the banking holding company for Heritage Bank of Commerce providing various commercial and personal banking services to residents and the business / professional community in California. The company is headquartered in San Jose, California.","NASDAQ",2022-09-30,857959000,10.04,0.037,0.52,0.98,2.923,0.338,0.476,0.011,0.0996,176756000,158947000,0.307,0.212
1700,HTGC,Hercules Capital Inc,TECHNOLOGY,Finance,GENERAL,Investment Managers,NA,NYSE,2022-09-30,1824689000,10.55,0.103,1.38,0.33,2.423,0.147,0.764,0.0492,0.032,293966000,280976000,1.05,0.2
1701,HTGM,HTG Molecular Diagnostics Inc,LIFE SCIENCES,Industrials,LABORATORY ANALYTICAL INSTRUMENTS,Biotechnology: Laboratory Analytical Instruments,NA,"NASDAQ",2022-09-30,3548100,0.109,0,0,-2.53,0.723,0,-3,-0.588,-2.745,6804000,-2009447,0,-0.504
1702,HTLD,Heartland Express Inc,ENERGY & TRANSPORTATION,Industrials,TRUCKING (NO LOCAL),Trucking Freight/Courier Services,"Heartland Express, Inc., is a short- to medium-haul truck freight carrier in the United States and Canada. The company is headquartered in North Liberty, Iowa.","NASDAQ",2022-09-30,1319062000,10.65,0.0049,0.08,1.76,9.64,0.182,0.113,0.0403,0.179,761215000,227873000,0.003,0.795
1703,HTLF,Heartland Financial USA Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"Heartland Financial USA, Inc., a multi-bank holding company, provides commercial, small business and consumer banking products and services to individuals and businesses in the United States. The company is headquartered in Dubuque, Iowa.","NASDAQ",2022-09-30,2096626000,36.41,0.0232,1.08,4.54,16.34,0.29,0.388,0.0104,0.105,693438000,700179000,0.008,0.008
1704,HTZ,Hertz Global Holdings Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),Rental/Leasing Companies,"Hertz Global Holdings, Inc. is a car rental company. The company is headquartered in Estero, Florida.","NASDAQ",2022-09-30,5633770000,8.09,0,0,0.8,20.81,0.196,0.294,0.0766,0.4,8599000000,2935000000,0.172,0.121
1705,HUBB,Hubbell Inc,MANUFACTURING,Technology,ELECTRONIC COMPONENTS & ACCESSORIES,Industrial Machinery/Components,"Hubbell Incorporated designs, manufactures, and sells electrical and electronic products in the United States and internationally. The company is headquartered in Shelton, Connecticut.",NYSE,2022-09-30,13420005000,43.17,0.018,4.2,8.98,89.54,0.116,0.14,0.0799,0.219,4828400000,1153900000,0.305,0.215
1706,HUBG,Hub Group Inc,ENERGY & TRANSPORTATION,Consumer Discretionary,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,Oil Refining/Marketing,"Hub Group, Inc., a light asset freight management company, provides intermodal services, truck brokerage, trucking, managed transportation, cargo consolidation, warehousing, last mile delivery, international transportation, and other freight services. logistics in North America. The company is headquartered in Oak Brook, Illinois.","NASDAQ",2022-09-30,2744416000,45.63,0,0,10.68,158.67,0.0682,0.0921,0.121,0.261,5311390000,599640000,1.039,0.261
1707,HUBS,HubSpot Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"HubSpot, Inc. provides a cloud-based customer relationship management (CRM) platform for companies in the Americas, Europe, and Asia Pacific. The company is headquartered in Cambridge, Massachusetts.",NYSE,2022-09-30,14765221000,18.79,0,0,-1.36,34.19,-0.0696,-0.0637,-0.0298,-0.131,1630622000,1041801000,0,0.309
1708,HUM,Humana Inc,FINANCE,Health Care,HOSPITAL & MEDICAL SERVICE PLANS,Medical Specialities,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky.",NYSE,2022-09-30,69222351000,60,0.0059,3.062,20,186,0.0307,0.044,0.0523,0.172,91485004000,14994000000,-0.207,0.045
1709,HUMA,Humacyte Inc,REAL ESTATE & CONSTRUCTION,Health Care,BLANK CHECKS,Biotechnology: Pharmaceutical Preparations,NA,"NASDAQ",2022-09-30,324822000,1.151,0,0,2.88,0.017,1,-3,-0.202,0.353,1742000,-60078000,0,-0.871
1710,HUN,Huntsman Corporation,LIFE SCIENCES,Industrials,CHEMICALS & ALLIED PRODUCTS,Major Chemicals,"Huntsman Corporation manufactures and sells differentiated organic chemicals globally. The company is headquartered in The Woodlands, Texas.",NYSE,2022-09-30,5444086000,19.58,0.0308,0.825,5.38,44.57,0.124,0.111,0.0768,0.305,9268000000,1775000000,-0.467,-0.041
1711,HURC,Hurco Companies Inc,LIFE SCIENCES,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Steel/Iron Ore,"Hurco Companies, Inc., an industrial technology company, designs, manufactures and sells computerized machine tools to companies in the metal cutting industry worldwide. The company is headquartered in Indianapolis, Indiana.","NASDAQ",2022-07-31,166933000,34.99,0.0242,0.58,1.32,38.89,0.0347,0.0509,0.0255,0.0381,256334000,56249000,-0.217,0.064
1712,HURN,Huron Consulting Group Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-MANAGEMENT CONSULTING SERVICES,Professional Services,"Huron Consulting Group Inc., a professional services firm, provides consulting services in the United States and internationally. The company is headquartered in Chicago, Illinois.","NASDAQ",2022-09-30,1576939000,29.89,0,0,4.19,51.69,0.0839,0.0943,0.056,0.164,1067038000,268864000,0.344,0.274
1713,HUSA,Houston American Energy Corporation,ENERGY & TRANSPORTATION,Energy,CRUDE PETROLEUM & NATURAL GAS,Oil & Gas Production,"Houston American Energy Corp. The company is headquartered in Houston, Texas.",NYSE MKT,2022-09-30,39713400,1.004,0,0,-0.093,0.173,-0.528,-0.536,-0.0542,-0.0887,1721400,703990,0,0.471
1714,HVBC,HV Bancorp Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"HV Bancorp, Inc. is the banking holding company for Huntingdon Valley Bank offering a variety of financial products and services to individuals and businesses. The company is headquartered in Doylestown, Pennsylvania.","NASDAQ",2022-09-30,59644000,19.64,0,0,1.12,12.62,0.092,0.129,0.004,0.0548,24973000,27366000,-0.37,-0.091
